since_value,days_on_site,amenities,age_in_years,bathrooms,cellars,num_floors,monthly_fee,apartments_per_floor,parking_lots,floor_situated,num_bedrooms,m2,universo_act_legislativas,universo_agricultura,universo_alojamiento_alimentos_y_bebidas,universo_comercio_mayoreo,universo_comercio_al_por_menor,universo_construccion,universo_corporativos,universo_electricidad_agua_y_gas,universo_ind_manofactura,universo_inf_medios_masivos,universo_mineria,universo_servicios_excepto_gubernamentales,universo_servicios_cientificos,universo_servicios_educacion,universo_servicios_financieros_y_seguros,universo_servicios_inmobiliarios_y_alquiler,universo_servicios_negocios,universo_servicios_recreativos,universo_servicios_salud,universo_transporte_correos_y_almacenamiento,delitos_contra_patrimonio,delitos_contra_familia,delitos_contra_libertad_personal,delitos_contra_seguridad_sexual,delitos_contra_la_sociedad,delitos_contra_la_vida_y_la_integridad_corporal,delitos_contra_otros_bienes_juridicos,total,pobtot,pobfem,pobmas,población de 15 años o más analfabeta,población de 6 a 14 años que no asiste a la escuela,población de 15 años y más con educación básica incompleta,población sin derechohabiencia a servicios de salud,viviendas con piso de tierra,viviendas que no disponen de excusado o sanitario,viviendas que no disponen de agua entubada de la red pública,viviendas que no disponen de drenaje,viviendas que no disponen de energía eléctrica,viviendas que no disponen de lavadora,viviendas que no disponen de refrigerador,irs,lugar_que_ocupa_en_el_contexto_nacional,distancia_al_metro_mas_cercano,department_type_loft,price_square_meter
45,45,5.0,0,2,0.0,0.0,0,0.0,2,0.0,2,112.0,0,0,61,5,54,3,0,1,10,2,0,29,43,11,4,13,8,6,23,1,1756,326,17,184,66,107,793,3249,3104,1504,1598,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,872.4539313120727,0,117593.75
35,35,4.0,0,2,0.0,0.0,0,0.0,2,0.0,2,98.0,0,0,38,13,57,3,0,0,14,0,0,45,24,3,5,2,12,1,25,1,1756,326,17,184,66,107,793,3249,6262,3220,3042,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,165.7521298985775,0,62035.7142857143
35,35,4.0,0,2,0.0,0.0,0,0.0,1,0.0,2,91.0,2,0,27,12,42,1,0,0,9,0,0,34,12,3,5,1,5,3,13,2,995,114,6,44,13,88,236,1496,7946,4192,3754,0.4,5.9,5.4,20.1,0.1,0.1,0.0,0.0,0.0,10.4,1.3,-1.35491,107.229,542.0467278400063,0,44631.8681318681
7,7,2.0,0,1,0.0,0.0,0,0.0,1,0.0,1,54.0,6,0,95,23,96,3,0,0,14,6,0,44,58,29,27,7,16,18,25,1,1756,326,17,184,66,107,793,3249,5402,2699,2693,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,253.38133503731495,0,78962.962962963
4,120,4.0,0,2,0.0,0.0,0,0.0,2,0.0,2,179.0,1,1,12,4,31,4,0,0,10,2,0,26,20,4,4,3,8,2,20,6,1756,326,17,184,66,107,793,3249,6062,3206,2856,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,615.356730169357,0,37113.3351955307
12,12,0.0,0,2,0.0,0.0,0,0.0,1,0.0,2,167.0,67,0,57,8,26,3,1,1,1,6,0,9,18,4,49,6,7,13,2,4,1756,326,17,184,66,107,793,3249,718,314,398,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,312.47278384800944,0,49401.2215568862
7,7,0.0,0,1,0.0,0.0,0,0.0,1,0.0,1,48.0,0,0,40,8,69,16,0,0,19,6,0,75,82,8,7,7,20,5,94,5,1756,326,17,184,66,107,793,3249,7012,3584,3428,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,377.7483397258183,0,63210.9166666667
35,35,4.0,0,2,0.0,0.0,0,0.0,1,0.0,2,157.0,1,0,107,23,120,7,0,0,25,2,0,79,79,17,29,13,21,11,575,5,1756,326,17,184,66,107,793,3249,6618,3519,3098,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,633.9445128654907,0,40640.2547770701
3,90,6.0,0,2,0.0,0.0,0,0.0,1,0.0,3,122.0,2,0,38,10,49,5,0,0,14,3,0,38,8,2,4,2,2,1,13,1,1756,326,17,184,66,107,793,3249,6476,3246,3230,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,664.8822390793493,0,57704.9180327869
7,7,0.0,0,1,0.0,0.0,0,0.0,1,0.0,1,39.0,6,0,95,23,96,3,0,0,14,6,0,44,58,29,27,7,16,18,25,1,1756,326,17,184,66,107,793,3249,5402,2699,2693,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,422.1143306467764,0,76410.2564102564
8,240,4.0,0,2,0.0,0.0,0,0.0,2,0.0,2,161.0,0,0,61,5,54,3,0,1,10,2,0,29,43,11,4,13,8,6,23,1,1756,326,17,184,66,107,793,3249,3104,1504,1598,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,657.9637373173362,0,59316.7701863354
46,46,5.0,0,3,0.0,0.0,0,0.0,1,0.0,2,146.0,3,0,238,3,649,2,0,0,37,1,0,101,7,10,7,4,9,6,19,1,1756,326,17,184,66,107,793,3249,14162,7342,6820,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,74.83475390097036,0,60273.9726027397
35,35,4.0,0,2,0.0,0.0,0,0.0,1,0.0,2,74.0,1,0,107,23,120,7,0,0,25,2,0,79,79,17,29,13,21,11,575,5,1756,326,17,184,66,107,793,3249,6618,3519,3098,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,633.9445128654907,0,59717.5675675676
3,90,4.0,0,2,0.0,0.0,0,0.0,1,0.0,2,132.0,0,0,123,29,119,4,0,0,27,6,0,66,104,17,17,14,20,7,187,12,1756,326,17,184,66,107,793,3249,12614,6558,6056,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,274.2722982612697,0,51916.6666666667
2,60,0.0,0,4,0.0,0.0,0,0.0,1,0.0,3,163.0,0,0,40,8,69,16,0,0,19,6,0,75,82,8,7,7,20,5,94,5,1756,326,17,184,66,107,793,3249,7012,3584,3428,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,377.7585261846788,0,53527.6073619632
2,60,0.0,0,1,0.0,0.0,0,0.0,1,0.0,3,89.0,1,0,135,18,98,7,0,0,13,4,0,55,57,12,18,12,11,3,230,1,1756,326,17,184,66,107,793,3249,5522,2632,2888,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,895.9689917291215,0,15669.5505617978
1,365,0.0,0,3,1.0,5.0,0,0.0,2,0.0,3,195.0,0,0,61,5,54,3,0,1,10,2,0,29,43,11,4,13,8,6,23,1,1756,326,17,184,66,107,793,3249,3104,1504,1598,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,859.6740150761171,0,50461.5384615385
35,35,5.0,0,2,0.0,0.0,0,0.0,2,0.0,3,98.0,0,0,40,8,69,16,0,0,19,6,0,75,82,8,7,7,20,5,94,5,1756,326,17,184,66,107,793,3249,7012,3584,3428,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,459.0003242371344,0,58499.887755102
2,60,0.0,0,1,0.0,0.0,0,0.0,1,0.0,1,40.0,6,0,95,23,96,3,0,0,14,6,0,44,58,29,27,7,16,18,25,1,1756,326,17,184,66,107,793,3249,5402,2699,2693,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,422.070595687128,0,116750.0
5,150,5.0,0,2,0.0,0.0,0,0.0,2,0.0,3,90.0,0,0,61,5,54,3,0,1,10,2,0,29,43,11,4,13,8,6,23,1,1756,326,17,184,66,107,793,3249,3104,1504,1598,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,657.9637373173362,0,49944.4444444444
1,365,5.0,0,2,0.0,0.0,0,0.0,2,0.0,2,149.0,3,0,95,31,167,2,1,0,15,3,0,72,81,14,26,16,15,7,135,8,1756,326,17,184,66,107,793,3249,9076,4822,4254,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,678.2980265787356,0,84966.4429530201
2,60,4.0,0,2,0.0,0.0,0,0.0,2,0.0,2,128.0,0,0,123,29,119,4,0,0,27,6,0,66,104,17,17,14,20,7,187,12,1756,326,17,184,66,107,793,3249,12614,6558,6056,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,478.8540029254251,0,74070.3125
4,4,5.0,0,2,0.0,0.0,0,0.0,2,0.0,3,163.0,0,0,40,8,69,16,0,0,19,6,0,75,82,8,7,7,20,5,94,5,1756,326,17,184,66,107,793,3249,7012,3584,3428,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,547.4904729916728,0,62576.6871165644
35,35,3.0,0,1,0.0,0.0,0,0.0,1,0.0,2,76.0,0,0,123,29,119,4,0,0,27,6,0,66,104,17,17,14,20,7,187,12,1756,326,17,184,66,107,793,3249,12614,6558,6056,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,374.0778309012369,0,58552.6315789474
2,60,0.0,0,2,0.0,0.0,0,0.0,1,0.0,2,7210.0,0,0,40,8,69,16,0,0,19,6,0,75,82,8,7,7,20,5,94,5,1756,326,17,184,66,107,793,3249,7012,3584,3428,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,377.7585261846788,0,582.246879334258
2,60,4.0,0,2,0.0,0.0,0,0.0,2,0.0,2,127.0,0,0,123,29,119,4,0,0,27,6,0,66,104,17,17,14,20,7,187,12,1756,326,17,184,66,107,793,3249,12614,6558,6056,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,481.2590085384455,0,62992.125984252
35,35,4.0,0,2,0.0,0.0,0,0.0,1,0.0,2,131.0,1,0,107,23,120,7,0,0,25,2,0,79,79,17,29,13,21,11,575,5,1756,326,17,184,66,107,793,3249,6618,3519,3098,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,633.9445128654907,0,48553.5114503817
2,60,0.0,0,3,0.0,0.0,0,0.0,1,0.0,2,141.0,6,0,95,23,96,3,0,0,14,6,0,44,58,29,27,7,16,18,25,1,1756,326,17,184,66,107,793,3249,5402,2699,2693,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,422.070595687128,0,91059.8865248227
11,11,0.0,0,1,0.0,0.0,0,0.0,1,0.0,1,47.0,6,0,95,23,96,3,0,0,14,6,0,44,58,29,27,7,16,18,25,1,1756,326,17,184,66,107,793,3249,5402,2699,2693,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,422.1143306467764,0,79048.5531914894
7,210,5.0,0,2,0.0,0.0,0,0.0,2,0.0,2,195.0,1,0,107,23,120,7,0,0,25,2,0,79,79,17,29,13,21,11,575,5,1756,326,17,184,66,107,793,3249,6618,3519,3098,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,476.0085838949302,0,44615.3846153846
35,35,4.0,0,2,0.0,0.0,0,0.0,2,0.0,2,97.0,1,0,107,23,120,7,0,0,25,2,0,79,79,17,29,13,21,11,575,5,1756,326,17,184,66,107,793,3249,6618,3519,3098,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,633.9445128654907,0,61851.1340206186
2,60,0.0,0,2,0.0,0.0,0,0.0,1,0.0,2,92.0,6,0,95,23,96,3,0,0,14,6,0,44,58,29,27,7,16,18,25,1,1756,326,17,184,66,107,793,3249,5402,2699,2693,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,422.070595687128,0,59270.1086956522
25,25,2.0,0,1,0.0,0.0,0,0.0,1,0.0,1,53.0,1,0,135,18,98,7,0,0,13,4,0,55,57,12,18,12,11,3,230,1,1756,326,17,184,66,107,793,3249,5522,2632,2888,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,747.5302472070937,0,84797.0566037736
35,35,4.0,0,2,0.0,0.0,0,0.0,2,0.0,2,84.0,0,0,40,8,69,16,0,0,19,6,0,75,82,8,7,7,20,5,94,5,1756,326,17,184,66,107,793,3249,7012,3584,3428,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,459.0003242371344,0,60632.9880952381
10,300,0.0,0,2,0.0,0.0,0,0.0,1,0.0,2,98.0,0,0,31,8,54,3,1,0,7,4,0,33,37,11,8,4,13,6,70,3,1756,326,17,184,66,107,793,3249,6124,3166,2958,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,368.1029857863834,0,19928.5714285714
26,26,5.0,0,2,0.0,0.0,0,0.0,1,0.0,3,87.0,6,0,95,23,96,3,0,0,14,6,0,44,58,29,27,7,16,18,25,1,1756,326,17,184,66,107,793,3249,5402,2699,2693,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,575.4385511284883,0,43103.4482758621
35,35,4.0,0,2,0.0,0.0,0,0.0,1,0.0,2,75.0,2,0,38,10,49,5,0,0,14,3,0,38,8,2,4,2,2,1,13,1,1756,326,17,184,66,107,793,3249,6476,3246,3230,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,682.9569600609899,0,65536.8933333333
10,300,0.0,0,1,1.0,6.0,0,0.0,1,1.0,2,76.42,6,0,95,23,96,3,0,0,14,6,0,44,58,29,27,7,16,18,25,1,1756,326,17,184,66,107,793,3249,5402,2699,2693,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,422.1143306467764,0,62470.5574456948
35,35,4.0,0,2,0.0,0.0,0,0.0,1,0.0,2,81.0,1,0,107,23,120,7,0,0,25,2,0,79,79,17,29,13,21,11,575,5,1756,326,17,184,66,107,793,3249,6618,3519,3098,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,633.9445128654907,0,58679.8765432099
24,24,2.0,0,2,0.0,0.0,0,0.0,1,0.0,2,59.0,0,0,123,29,119,4,0,0,27,6,0,66,104,17,17,14,20,7,187,12,1756,326,17,184,66,107,793,3249,12614,6558,6056,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,279.0490480341273,1,74389.8305084746
39,39,0.0,0,2,1.0,7.0,0,0.0,1,0.0,2,70.0,2,0,78,17,61,3,0,0,9,5,0,44,51,11,26,10,16,6,24,2,1756,326,17,184,66,107,793,3249,1802,922,871,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,607.3053721447179,0,73357.1428571429
35,35,4.0,0,2,0.0,0.0,0,0.0,2,0.0,2,98.0,0,0,40,8,69,16,0,0,19,6,0,75,82,8,7,7,20,5,94,5,1756,326,17,184,66,107,793,3249,7012,3584,3428,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,459.0003242371344,0,57611.3367346939
1,365,4.0,0,2,0.0,0.0,0,0.0,1,0.0,2,90.0,2,0,38,10,49,5,0,0,14,3,0,38,8,2,4,2,2,1,13,1,1756,326,17,184,66,107,793,3249,6476,3246,3230,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,775.844097854008,0,47777.7777777778
35,35,4.0,0,2,0.0,0.0,0,0.0,1,0.0,2,81.0,1,0,107,23,120,7,0,0,25,2,0,79,79,17,29,13,21,11,575,5,1756,326,17,184,66,107,793,3249,6618,3519,3098,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,633.9445128654907,0,58679.8765432099
1,365,5.0,0,2,0.0,0.0,0,0.0,3,0.0,2,140.0,6,0,95,23,96,3,0,0,14,6,0,44,58,29,27,7,16,18,25,1,1756,326,17,184,66,107,793,3249,5402,2699,2693,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,422.1143306467764,0,60000.0
46,46,6.0,0,3,0.0,0.0,0,0.0,2,0.0,3,162.0,0,0,61,5,54,3,0,1,10,2,0,29,43,11,4,13,8,6,23,1,1756,326,17,184,66,107,793,3249,3104,1504,1598,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,633.3880230143278,0,61419.7530864198
39,39,0.0,0,2,1.0,1.0,0,0.0,2,0.0,2,160.0,2,0,78,17,61,3,0,0,9,5,0,44,51,11,26,10,16,6,24,2,1756,326,17,184,66,107,793,3249,1802,922,871,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,607.3053721447179,0,43125.0
2,60,0.0,0,1,0.0,0.0,0,0.0,1,0.0,2,59.0,6,0,95,23,96,3,0,0,14,6,0,44,58,29,27,7,16,18,25,1,1756,326,17,184,66,107,793,3249,5402,2699,2693,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,422.070595687128,0,72711.8644067797
12,12,0.0,0,3,0.0,0.0,0,0.0,1,0.0,2,122.0,6,0,95,23,96,3,0,0,14,6,0,44,58,29,27,7,16,18,25,1,1756,326,17,184,66,107,793,3249,5402,2699,2693,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,422.1143306467764,0,68852.4590163934
7,7,0.0,0,1,0.0,0.0,0,0.0,1,0.0,1,43.0,6,0,95,23,96,3,0,0,14,6,0,44,58,29,27,7,16,18,25,1,1756,326,17,184,66,107,793,3249,5402,2699,2693,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,422.1143306467764,0,78372.0930232558
4,4,2.0,0,1,0.0,0.0,0,0.0,1,0.0,1,49.0,0,0,40,8,69,16,0,0,19,6,0,75,82,8,7,7,20,5,94,5,1756,326,17,184,66,107,793,3249,7012,3584,3428,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,547.4904729916728,0,83724.4897959184
56,56,0.0,0,2,0.0,0.0,0,0.0,1,0.0,2,93.0,1,0,107,23,120,7,0,0,25,2,0,79,79,17,29,13,21,11,575,5,1756,326,17,184,66,107,793,3249,6618,3519,3098,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,634.5934029800742,0,64840.3225806452
56,56,0.0,0,2,0.0,0.0,0,0.0,1,0.0,2,78.0,1,0,107,23,120,7,0,0,25,2,0,79,79,17,29,13,21,11,575,5,1756,326,17,184,66,107,793,3249,6618,3519,3098,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,634.5934029800742,0,60392.3076923077
56,56,0.0,0,2,0.0,0.0,0,0.0,1,0.0,2,93.0,1,0,107,23,120,7,0,0,25,2,0,79,79,17,29,13,21,11,575,5,1756,326,17,184,66,107,793,3249,6618,3519,3098,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,634.5934029800742,0,72766.1290322581
5,150,4.0,0,2,0.0,0.0,0,0.0,2,0.0,2,179.0,1,1,12,4,31,4,0,0,10,2,0,26,20,4,4,3,8,2,20,6,1756,326,17,184,66,107,793,3249,6062,3206,2856,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,488.5674040412713,0,37113.3351955307
56,56,0.0,0,2,0.0,0.0,0,0.0,1,0.0,2,76.0,1,0,107,23,120,7,0,0,25,2,0,79,79,17,29,13,21,11,575,5,1756,326,17,184,66,107,793,3249,6618,3519,3098,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,634.5934029800742,0,68717.1052631579
4,120,0.0,0,3,0.0,0.0,0,0.0,1,0.0,3,284.0,6,0,95,23,96,3,0,0,14,6,0,44,58,29,27,7,16,18,25,1,1756,326,17,184,66,107,793,3249,5402,2699,2693,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,422.1143306467764,0,45422.5352112676
2,60,5.0,0,2,0.0,0.0,0,0.0,1,0.0,3,150.0,1,0,135,18,98,7,0,0,13,4,0,55,57,12,18,12,11,3,230,1,1756,326,17,184,66,107,793,3249,5522,2632,2888,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,901.2597422463942,0,53333.3333333333
35,35,4.0,0,2,0.0,0.0,0,0.0,2,0.0,2,97.0,1,0,107,23,120,7,0,0,25,2,0,79,79,17,29,13,21,11,575,5,1756,326,17,184,66,107,793,3249,6618,3519,3098,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,633.9445128654907,0,60253.4020618557
3,90,0.0,0,2,0.0,0.0,0,0.0,1,0.0,2,70.0,3,0,95,31,167,2,1,0,15,3,0,72,81,14,26,16,15,7,135,8,1756,326,17,184,66,107,793,3249,9076,4822,4254,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,407.92673216120505,0,11995.0285714286
1,365,3.0,0,1,0.0,0.0,0,0.0,1,0.0,1,38.0,2,0,113,20,93,4,0,0,23,8,0,62,82,14,30,23,35,8,43,7,1756,326,17,184,66,107,793,3249,4740,2342,2386,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,165.27415368904127,0,82500.0
35,35,5.0,0,2,0.0,0.0,0,0.0,2,0.0,2,126.0,0,0,40,8,69,16,0,0,19,6,0,75,82,8,7,7,20,5,94,5,1756,326,17,184,66,107,793,3249,7012,3584,3428,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,290.2827690828135,0,56561.0079365079
56,56,0.0,0,2,0.0,0.0,0,0.0,1,0.0,2,89.0,1,0,107,23,120,7,0,0,25,2,0,79,79,17,29,13,21,11,575,5,1756,326,17,184,66,107,793,3249,6618,3519,3098,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,634.5934029800742,0,82014.0449438202
4,4,5.0,0,2,0.0,0.0,0,0.0,2,0.0,3,286.0,1,0,107,23,120,7,0,0,25,2,0,79,79,17,29,13,21,11,575,5,1756,326,17,184,66,107,793,3249,6618,3519,3098,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,489.9322211084287,0,34930.0699300699
31,31,0.0,0,2,0.0,0.0,0,0.0,2,0.0,2,117.0,1,0,107,23,120,7,0,0,25,2,0,79,79,17,29,13,21,11,575,5,1756,326,17,184,66,107,793,3249,6618,3519,3098,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,328.5556932388004,0,61965.811965812
31,31,0.0,0,2,0.0,0.0,0,0.0,1,0.0,2,78.0,1,0,107,23,120,7,0,0,25,2,0,79,79,17,29,13,21,11,575,5,1756,326,17,184,66,107,793,3249,6618,3519,3098,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,497.6204893143377,0,64052.5641025641
4,4,3.0,0,1,0.0,0.0,0,0.0,1,0.0,2,59.0,0,0,123,29,119,4,0,0,27,6,0,66,104,17,17,14,20,7,187,12,1756,326,17,184,66,107,793,3249,12614,6558,6056,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,420.8188339048379,0,72711.8644067797
21,21,2.0,0,1,0.0,0.0,0,0.0,1,0.0,1,51.0,1,0,36,19,39,6,0,0,4,7,0,24,52,9,12,3,13,1,186,6,1756,326,17,184,66,107,793,3249,3348,1710,1638,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,347.45074996648697,0,64117.6470588235
8,240,0.0,0,3,0.0,5.0,4000,4.0,2,3.0,2,158.56,1,0,135,18,98,7,0,0,13,4,0,55,57,12,18,12,11,3,230,1,1756,326,17,184,66,107,793,3249,5522,2632,2888,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,616.9778918119132,0,73046.1654894046
10,300,4.0,0,2,0.0,0.0,0,0.0,2,0.0,2,104.0,0,0,61,5,54,3,0,1,10,2,0,29,43,11,4,13,8,6,23,1,1756,326,17,184,66,107,793,3249,3104,1504,1598,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,703.5991352304985,0,89903.8461538462
35,35,4.0,0,2,0.0,0.0,0,0.0,1,0.0,2,120.0,1,0,107,23,120,7,0,0,25,2,0,79,79,17,29,13,21,11,575,5,1756,326,17,184,66,107,793,3249,6618,3519,3098,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,633.9445128654907,0,52554.5833333333
56,56,0.0,0,2,0.0,0.0,0,0.0,1,0.0,2,93.0,1,0,107,23,120,7,0,0,25,2,0,79,79,17,29,13,21,11,575,5,1756,326,17,184,66,107,793,3249,6618,3519,3098,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,634.5934029800742,0,62838.1720430108
10,300,4.0,0,2,0.0,0.0,0,0.0,1,0.0,2,43.0,0,0,123,29,119,4,0,0,27,6,0,66,104,17,17,14,20,7,187,12,1756,326,17,184,66,107,793,3249,12614,6558,6056,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,140.848477208345,0,73953.488372093
5,150,6.0,0,3,0.0,0.0,0,0.0,2,0.0,3,140.0,1,1,12,4,31,4,0,0,10,2,0,26,20,4,4,3,8,2,20,6,1756,326,17,184,66,107,793,3249,6062,3206,2856,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,488.5674040412713,0,62189.7357142857
2,60,0.0,0,4,0.0,0.0,0,0.0,1,0.0,3,117.0,0,0,40,8,69,16,0,0,19,6,0,75,82,8,7,7,20,5,94,5,1756,326,17,184,66,107,793,3249,7012,3584,3428,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,377.7585261846788,0,75694.4957264957
